payout_id,company_id,vendor_id,invoice_transaction_id,scheduled_date,payout_date,payout_status,gross_amount,fee_amount,net_cash_outflow,currency,payment_method,bank_reference,invoice_reference,failure_reason,source_system,created_at
PAY-000471,CMP-NL-001,V0009,TXN-000499,2026-01-30,2026-01-31,completed,38005.28,55.76,38061.04,INR,UPI,UTR-260131-000471,INV-V0009-2601-7033,,AP Automation,2026-01-17T10:00:00+05:30
PAY-000472,CMP-NL-001,V0009,TXN-000500,2026-01-20,2026-01-31,completed,67530.18,21.93,67552.11,INR,NEFT,UTR-260131-000472,INV-V0009-2601-7305,,AP Automation,2026-01-07T10:00:00+05:30
PAY-000463,CMP-NL-001,V0002,TXN-000489,2026-02-23,2026-02-01,completed,51881.79,50.08,51931.87,INR,NEFT,UTR-260201-000463,INV-V0002-2601-2590,,AP Automation,2026-01-27T10:00:00+05:30
PAY-000464,CMP-NL-001,V0002,TXN-000490,2026-02-09,2026-02-01,completed,23052.35,5.18,23057.53,INR,UPI,UTR-260201-000464,INV-V0002-2601-7788,,AP Automation,2026-01-13T10:00:00+05:30
PAY-000470,CMP-NL-001,V0008,TXN-000498,2026-02-12,2026-02-02,completed,125940.60,144.09,126084.69,INR,NEFT,UTR-260202-000470,INV-V0008-2601-1844,,AP Automation,2026-01-14T10:00:00+05:30
PAY-000496,CMP-NL-001,V0037,TXN-000525,2026-01-20,2026-02-02,completed,212379.37,103.31,212482.68,INR,Corporate Card,UTR-260202-000496,INV-V0037-2601-9014,,AP Automation,2026-01-16T10:00:00+05:30
PAY-000497,CMP-NL-001,V0037,TXN-000526,2026-01-29,2026-02-02,completed,145870.92,101.82,145972.74,INR,NEFT,UTR-260202-000497,INV-V0037-2601-1419,,AP Automation,2026-01-23T10:00:00+05:30
PAY-000482,CMP-NL-001,V0017,TXN-000510,2026-02-02,2026-02-03,completed,105148.65,39.18,105187.83,INR,NEFT,UTR-260203-000482,INV-V0017-2601-6428,,AP Automation,2026-02-02T10:00:00+05:30
PAY-000487,CMP-NL-001,V0022,TXN-000515,2026-02-07,2026-02-03,completed,667551.40,734.15,668285.55,INR,IMPS,UTR-260203-000487,INV-V0022-2601-1971,,AP Automation,2026-01-11T10:00:00+05:30
PAY-000489,CMP-NL-001,V0024,TXN-000517,2026-02-05,2026-02-03,completed,108154.92,139.92,108294.84,INR,RTGS,UTR-260203-000489,INV-V0024-2601-7935,,AP Automation,2026-01-21T10:00:00+05:30
PAY-000503,CMP-NL-001,V0044,TXN-000532,2026-01-22,2026-02-03,completed,131276.33,179.91,131456.24,INR,UPI,UTR-260203-000503,INV-V0044-2601-3217,,AP Automation,2026-01-22T10:00:00+05:30
PAY-000502,CMP-NL-001,V0043,TXN-000531,2026-01-23,2026-02-04,completed,22324.74,24.99,22349.73,INR,RTGS,UTR-260204-000502,INV-V0043-2601-4101,,AP Automation,2026-01-23T10:00:00+05:30
PAY-000484,CMP-NL-001,V0019,TXN-000512,2026-02-11,2026-02-06,completed,113689.95,147.69,113837.64,INR,ACH,UTR-260206-000484,INV-V0019-2601-2008,,AP Automation,2026-01-28T10:00:00+05:30
PAY-000512,CMP-NL-001,V0055,TXN-000542,2026-01-28,2026-02-06,completed,106129.17,144.05,106273.22,INR,ACH,UTR-260206-000512,INV-V0055-2601-9733,,AP Automation,2026-01-16T10:00:00+05:30
PAY-000499,CMP-NL-001,V0041,TXN-000528,2026-02-10,2026-02-07,completed,79367.40,34.55,79401.95,INR,NEFT,UTR-260207-000499,INV-V0041-2601-9946,,AP Automation,2026-01-29T10:00:00+05:30
PAY-000461,CMP-NL-001,V0001,TXN-000487,2026-01-17,2026-02-08,completed,143368.11,171.43,143539.54,INR,RTGS,UTR-260208-000461,INV-V0001-2601-3017,,AP Automation,2026-01-17T10:00:00+05:30
PAY-000480,CMP-NL-001,V0016,TXN-000508,2026-02-25,2026-02-08,completed,92038.31,108.18,92146.49,INR,IMPS,UTR-260208-000480,INV-V0016-2601-7923,,AP Automation,2026-01-29T10:00:00+05:30
PAY-000508,CMP-NL-001,V0051,TXN-000538,2026-01-26,2026-02-10,completed,11651.86,8.34,11660.20,INR,IMPS,UTR-260210-000508,INV-V0051-2601-4316,,AP Automation,2026-01-22T10:00:00+05:30
PAY-000535,CMP-NL-001,V0017,TXN-000565,2026-02-04,2026-02-10,completed,91439.52,51.09,91490.61,INR,NEFT,UTR-260210-000535,INV-V0017-2602-8593,,AP Automation,2026-02-04T10:00:00+05:30
PAY-000525,CMP-NL-001,V0010,TXN-000555,2026-03-24,2026-02-11,completed,84040.23,72.01,84112.24,INR,NEFT,UTR-260211-000525,INV-V0010-2602-6251,,AP Automation,2026-02-10T10:00:00+05:30
PAY-000532,CMP-NL-001,V0014,TXN-000562,2026-03-10,2026-02-11,failed,34729.19,0.00,0.00,INR,Corporate Card,UTR-260211-000532,INV-V0014-2602-4820,Invalid bank details,AP Automation,2026-02-11T10:00:00+05:30
PAY-000504,CMP-NL-001,V0044,TXN-000533,2026-01-28,2026-02-13,completed,64282.04,63.11,64345.15,INR,RTGS,UTR-260213-000504,INV-V0044-2601-2259,,AP Automation,2026-01-28T10:00:00+05:30
PAY-000551,CMP-NL-001,V0037,TXN-000582,2026-02-16,2026-02-13,completed,266521.41,285.44,266806.85,INR,NEFT,UTR-260213-000551,INV-V0037-2602-2050,,AP Automation,2026-02-09T10:00:00+05:30
PAY-000513,CMP-NL-001,V0001,TXN-000543,2026-02-04,2026-02-14,completed,307979.75,256.36,308236.11,INR,RTGS,UTR-260214-000513,INV-V0001-2602-1092,,AP Automation,2026-02-04T10:00:00+05:30
PAY-000550,CMP-NL-001,V0037,TXN-000581,2026-02-13,2026-02-14,completed,178691.07,91.13,178782.20,INR,ACH,UTR-260214-000550,INV-V0037-2602-2784,,AP Automation,2026-02-09T10:00:00+05:30
PAY-000530,CMP-NL-001,V0013,TXN-000560,2026-02-27,2026-02-15,completed,24405.53,10.11,24415.64,INR,IMPS,UTR-260215-000530,INV-V0013-2602-5964,,AP Automation,2026-02-14T10:00:00+05:30
PAY-000510,CMP-NL-001,V0052,TXN-000540,2026-02-02,2026-02-16,completed,18770.97,23.43,18794.40,INR,ACH,UTR-260216-000510,INV-V0052-2601-6855,,AP Automation,2026-01-29T10:00:00+05:30
PAY-000521,CMP-NL-001,V0008,TXN-000551,2026-03-12,2026-02-16,completed,76062.05,32.19,76094.24,INR,NEFT,UTR-260216-000521,INV-V0008-2602-2407,,AP Automation,2026-02-11T10:00:00+05:30
PAY-000465,CMP-NL-001,V0003,TXN-000491,2026-03-18,2026-02-17,completed,328229.67,78.30,328307.97,INR,RTGS,UTR-260217-000465,INV-V0003-2601-6353,,AP Automation,2026-02-04T10:00:00+05:30
PAY-000498,CMP-NL-001,V0038,TXN-000527,2026-02-20,2026-02-17,completed,474605.99,331.91,474937.90,INR,NEFT,UTR-260217-000498,INV-V0038-2601-6394,,AP Automation,2026-01-24T10:00:00+05:30
PAY-000520,CMP-NL-001,V0006,TXN-000550,2026-03-02,2026-02-17,completed,193626.67,265.03,193891.70,INR,ACH,UTR-260217-000520,INV-V0006-2602-9015,,AP Automation,2026-02-17T10:00:00+05:30
PAY-000538,CMP-NL-001,V0021,TXN-000569,2026-02-13,2026-02-17,completed,593334.38,236.13,593570.51,INR,UPI,UTR-260217-000538,INV-V0021-2602-2617,,AP Automation,2026-02-13T10:00:00+05:30
PAY-000475,CMP-NL-001,V0012,TXN-000503,2026-01-31,2026-02-18,completed,35691.05,15.63,35706.68,INR,NEFT,UTR-260218-000475,INV-V0012-2601-5497,,AP Automation,2026-01-27T10:00:00+05:30
PAY-000542,CMP-NL-001,V0024,TXN-000573,2026-02-22,2026-02-18,completed,78831.70,81.88,78913.58,INR,UPI,UTR-260218-000542,INV-V0024-2602-1581,,AP Automation,2026-02-09T10:00:00+05:30
PAY-000547,CMP-NL-001,V0033,TXN-000578,2026-03-21,2026-02-18,completed,32750.24,15.07,32765.31,INR,UPI,UTR-260218-000547,INV-V0033-2602-4148,,AP Automation,2026-02-06T10:00:00+05:30
PAY-000562,CMP-NL-001,V0055,TXN-000595,2026-02-28,2026-02-18,completed,60120.29,57.45,60177.74,INR,RTGS,UTR-260218-000562,INV-V0055-2602-2824,,AP Automation,2026-02-16T10:00:00+05:30
PAY-000495,CMP-NL-001,V0031,TXN-000523,2026-01-31,2026-02-19,completed,154140.19,107.43,154247.62,INR,Corporate Card,UTR-260219-000495,INV-V0031-2601-9234,,AP Automation,2026-01-27T10:00:00+05:30
PAY-000537,CMP-NL-001,V0018,TXN-000567,2026-03-27,2026-02-19,completed,77619.00,35.44,77654.44,INR,NEFT,UTR-260219-000537,INV-V0018-2602-8287,,AP Automation,2026-02-10T10:00:00+05:30
PAY-000556,CMP-NL-001,V0044,TXN-000588,2026-02-07,2026-02-19,reversed,203038.84,0.00,0.00,INR,Corporate Card,UTR-260219-000556,INV-V0044-2602-7274,,AP Automation,2026-02-07T10:00:00+05:30
PAY-000522,CMP-NL-001,V0008,TXN-000552,2026-03-22,2026-02-20,completed,27664.47,31.69,27696.16,INR,Corporate Card,UTR-260220-000522,INV-V0008-2602-6337,,AP Automation,2026-02-20T10:00:00+05:30
PAY-000552,CMP-NL-001,V0038,TXN-000583,2026-03-16,2026-02-21,completed,128885.97,44.98,128930.95,INR,NEFT,UTR-260221-000552,INV-V0038-2602-3913,,AP Automation,2026-02-15T10:00:00+05:30
PAY-000528,CMP-NL-001,V0012,TXN-000558,2026-02-10,2026-02-23,reversed,58717.37,0.00,0.00,INR,NEFT,UTR-260223-000528,INV-V0012-2602-7974,,AP Automation,2026-02-05T10:00:00+05:30
PAY-000539,CMP-NL-001,V0022,TXN-000570,2026-03-09,2026-02-23,completed,186688.86,109.06,186797.92,INR,NEFT,UTR-260223-000539,INV-V0022-2602-4768,,AP Automation,2026-02-08T10:00:00+05:30
PAY-000541,CMP-NL-001,V0023,TXN-000572,2026-03-07,2026-02-23,completed,118833.73,33.53,118867.26,INR,IMPS,UTR-260223-000541,INV-V0023-2602-4626,,AP Automation,2026-02-08T10:00:00+05:30
PAY-000558,CMP-NL-001,V0048,TXN-000590,2026-04-04,2026-02-23,reversed,132851.53,0.00,0.00,INR,Corporate Card,UTR-260223-000558,INV-V0048-2602-5953,,AP Automation,2026-02-21T10:00:00+05:30
PAY-000477,CMP-NL-001,V0013,TXN-000505,2026-02-14,2026-02-24,completed,88041.23,114.82,88156.05,INR,UPI,UTR-260224-000477,INV-V0013-2601-8212,,AP Automation,2026-01-31T10:00:00+05:30
PAY-000519,CMP-NL-001,V0006,TXN-000549,2026-02-18,2026-02-24,completed,298736.28,296.87,299033.15,INR,UPI,UTR-260224-000519,INV-V0006-2602-3705,,AP Automation,2026-02-04T10:00:00+05:30
PAY-000517,CMP-NL-001,V0005,TXN-000547,2026-03-02,2026-02-25,completed,176886.73,92.25,176978.98,INR,UPI,UTR-260225-000517,INV-V0005-2602-1300,,AP Automation,2026-02-24T10:00:00+05:30
PAY-000553,CMP-NL-001,V0038,TXN-000584,2026-03-22,2026-02-25,completed,162100.34,230.23,162330.57,INR,ACH,UTR-260225-000553,INV-V0038-2602-5593,,AP Automation,2026-02-23T10:00:00+05:30
PAY-000555,CMP-NL-001,V0042,TXN-000586,2026-02-14,2026-02-25,completed,45548.48,53.89,45602.37,INR,ACH,UTR-260225-000555,INV-V0042-2602-2693,,AP Automation,2026-02-10T10:00:00+05:30
PAY-000557,CMP-NL-001,V0045,TXN-000589,2026-03-06,2026-02-25,completed,91458.17,124.74,91582.91,INR,UPI,UTR-260225-000557,INV-V0045-2602-7870,,AP Automation,2026-02-19T10:00:00+05:30
PAY-000516,CMP-NL-001,V0004,TXN-000546,2026-02-25,2026-02-28,completed,498207.00,266.81,498473.81,INR,ACH,UTR-260228-000516,INV-V0004-2602-4572,,AP Automation,2026-02-18T10:00:00+05:30
PAY-000514,CMP-NL-001,V0002,TXN-000544,2026-03-28,2026-03-01,completed,116821.14,99.25,116920.39,INR,Corporate Card,UTR-260301-000514,INV-V0002-2602-9723,,AP Automation,2026-02-28T10:00:00+05:30
PAY-000545,CMP-NL-001,V0028,TXN-000576,2026-02-19,2026-03-02,completed,118487.96,30.08,118518.04,INR,UPI,UTR-260302-000545,INV-V0028-2602-4252,,AP Automation,2026-02-15T10:00:00+05:30
PAY-000527,CMP-NL-001,V0011,TXN-000557,2026-02-26,2026-03-03,completed,38093.42,43.66,38137.08,INR,NEFT,UTR-260303-000527,INV-V0011-2602-1489,,AP Automation,2026-02-26T10:00:00+05:30
PAY-000549,CMP-NL-001,V0035,TXN-000580,2026-04-07,2026-03-03,completed,266260.69,312.04,266572.73,INR,IMPS,UTR-260303-000549,INV-V0035-2602-1633,,AP Automation,2026-02-23T10:00:00+05:30
PAY-000531,CMP-NL-001,V0014,TXN-000561,2026-03-29,2026-03-04,reversed,69059.93,0.00,0.00,INR,IMPS,UTR-260304-000531,INV-V0014-2602-9300,,AP Automation,2026-02-28T10:00:00+05:30
PAY-000536,CMP-NL-001,V0018,TXN-000566,2026-04-10,2026-03-04,completed,104880.28,55.81,104936.09,INR,RTGS,UTR-260304-000536,INV-V0018-2602-7538,,AP Automation,2026-02-27T10:00:00+05:30
PAY-000548,CMP-NL-001,V0033,TXN-000579,2026-04-05,2026-03-04,completed,25014.70,23.14,25037.84,INR,ACH,UTR-260304-000548,INV-V0033-2602-8113,,AP Automation,2026-02-22T10:00:00+05:30
PAY-000518,CMP-NL-001,V0005,TXN-000548,2026-03-03,2026-03-06,completed,418249.61,149.09,418398.70,INR,ACH,UTR-260306-000518,INV-V0005-2602-4075,,AP Automation,2026-02-27T10:00:00+05:30
PAY-000546,CMP-NL-001,V0032,TXN-000577,2026-03-13,2026-03-06,reversed,99431.60,0.00,0.00,INR,UPI,UTR-260306-000546,INV-V0032-2602-8340,,AP Automation,2026-02-11T10:00:00+05:30
PAY-000563,CMP-NL-001,V0056,TXN-000596,2026-04-10,2026-03-07,completed,38577.67,18.10,38595.77,INR,ACH,UTR-260307-000563,INV-V0056-2602-4141,,AP Automation,2026-02-26T10:00:00+05:30
PAY-000515,CMP-NL-001,V0003,TXN-000545,2026-04-06,2026-03-08,completed,694842.85,836.82,695679.67,INR,IMPS,UTR-260308-000515,INV-V0003-2602-6061,,AP Automation,2026-02-20T10:00:00+05:30
PAY-000524,CMP-NL-001,V0009,TXN-000554,2026-03-15,2026-03-08,completed,62932.85,28.53,62961.38,INR,IMPS,UTR-260308-000524,INV-V0009-2602-6635,,AP Automation,2026-03-01T10:00:00+05:30
PAY-000594,CMP-NL-001,V0029,TXN-000629,2026-04-06,2026-03-09,completed,135061.24,168.15,135229.39,INR,Corporate Card,UTR-260309-000594,INV-V0029-2603-2525,,AP Automation,2026-03-08T10:00:00+05:30
PAY-000529,CMP-NL-001,V0013,TXN-000559,2026-03-06,2026-03-10,completed,20097.28,13.21,20110.49,INR,IMPS,UTR-260310-000529,INV-V0013-2602-3751,,AP Automation,2026-02-20T10:00:00+05:30
PAY-000608,CMP-NL-001,V0050,TXN-000643,2026-04-17,2026-03-10,completed,56453.72,35.25,56488.97,INR,ACH,UTR-260310-000608,INV-V0050-2603-4370,,AP Automation,2026-03-04T10:00:00+05:30
PAY-000523,CMP-NL-001,V0009,TXN-000553,2026-03-08,2026-03-11,completed,33363.08,48.71,33411.79,INR,IMPS,UTR-260311-000523,INV-V0009-2602-9430,,AP Automation,2026-02-23T10:00:00+05:30
PAY-000560,CMP-NL-001,V0051,TXN-000593,2026-02-23,2026-03-11,completed,20557.24,29.63,20586.87,INR,NEFT,UTR-260311-000560,INV-V0051-2602-4517,,AP Automation,2026-02-16T10:00:00+05:30
PAY-000607,CMP-NL-001,V0046,TXN-000642,2026-04-03,2026-03-11,completed,29880.46,28.35,29908.81,INR,UPI,UTR-260311-000607,INV-V0046-2603-7559,,AP Automation,2026-03-06T10:00:00+05:30
PAY-000526,CMP-NL-001,V0011,TXN-000556,2026-02-21,2026-03-12,completed,27747.42,23.66,27771.08,INR,UPI,UTR-260312-000526,INV-V0011-2602-1501,,AP Automation,2026-02-21T10:00:00+05:30
PAY-000589,CMP-NL-001,V0025,TXN-000624,2026-04-08,2026-03-12,completed,68388.90,86.56,68475.46,INR,RTGS,UTR-260312-000589,INV-V0025-2603-5308,,AP Automation,2026-03-12T10:00:00+05:30
PAY-000578,CMP-NL-001,V0014,TXN-000612,2026-04-10,2026-03-13,failed,101378.20,0.00,0.00,INR,RTGS,UTR-260313-000578,INV-V0014-2603-6134,Invalid bank details,AP Automation,2026-03-13T10:00:00+05:30
PAY-000534,CMP-NL-001,V0016,TXN-000564,2026-03-18,2026-03-14,completed,321777.38,305.82,322083.20,INR,Corporate Card,UTR-260314-000534,INV-V0016-2602-8548,,AP Automation,2026-02-18T10:00:00+05:30
PAY-000544,CMP-NL-001,V0028,TXN-000575,2026-03-03,2026-03-14,completed,103979.62,70.26,104049.88,INR,IMPS,UTR-260314-000544,INV-V0028-2602-9249,,AP Automation,2026-02-24T10:00:00+05:30
PAY-000559,CMP-NL-001,V0051,TXN-000592,2026-03-04,2026-03-14,completed,31171.45,17.06,31188.51,INR,ACH,UTR-260314-000559,INV-V0051-2602-8320,,AP Automation,2026-02-28T10:00:00+05:30
PAY-000561,CMP-NL-001,V0052,TXN-000594,2026-02-26,2026-03-14,completed,64949.24,25.04,64974.28,INR,RTGS,UTR-260314-000561,INV-V0052-2602-2281,,AP Automation,2026-02-21T10:00:00+05:30
PAY-000567,CMP-NL-001,V0004,TXN-000600,2026-03-15,2026-03-14,completed,474080.07,105.80,474185.87,INR,RTGS,UTR-260314-000567,INV-V0004-2603-6226,,AP Automation,2026-03-09T10:00:00+05:30
PAY-000554,CMP-NL-001,V0039,TXN-000585,2026-03-27,2026-03-16,completed,77812.61,84.15,77896.76,INR,UPI,UTR-260316-000554,INV-V0039-2602-1276,,AP Automation,2026-02-27T10:00:00+05:30
PAY-000564,CMP-NL-001,V0001,TXN-000597,2026-03-03,2026-03-16,completed,291075.58,355.24,291430.82,INR,RTGS,UTR-260316-000564,INV-V0001-2603-6922,,AP Automation,2026-03-03T10:00:00+05:30
PAY-000543,CMP-NL-001,V0025,TXN-000574,2026-03-31,2026-03-17,completed,53201.56,59.96,53261.52,INR,Corporate Card,UTR-260317-000543,INV-V0025-2602-7351,,AP Automation,2026-03-01T10:00:00+05:30
PAY-000533,CMP-NL-001,V0015,TXN-000563,2026-03-02,2026-03-19,completed,182247.84,226.67,182474.51,INR,NEFT,UTR-260319-000533,INV-V0015-2602-9763,,AP Automation,2026-03-02T10:00:00+05:30
PAY-000585,CMP-NL-001,V0021,TXN-000620,2026-03-13,2026-03-20,completed,680956.20,859.55,681815.75,INR,Corporate Card,UTR-260320-000585,INV-V0021-2603-5465,,AP Automation,2026-03-13T10:00:00+05:30
PAY-000540,CMP-NL-001,V0022,TXN-000571,2026-03-27,2026-03-21,completed,154132.16,200.43,154332.59,INR,RTGS,UTR-260321-000540,INV-V0022-2602-9927,,AP Automation,2026-02-26T10:00:00+05:30
PAY-000570,CMP-NL-001,V0007,TXN-000603,2026-03-28,2026-03-21,completed,170567.27,147.68,170714.95,INR,NEFT,UTR-260321-000570,INV-V0007-2603-7724,,AP Automation,2026-03-13T10:00:00+05:30
PAY-000597,CMP-NL-001,V0037,TXN-000632,2026-03-15,2026-03-22,completed,141839.21,138.14,141977.35,INR,NEFT,UTR-260322-000597,INV-V0037-2603-8618,,AP Automation,2026-03-10T10:00:00+05:30
PAY-000603,CMP-NL-001,V0041,TXN-000638,2026-04-05,2026-03-23,completed,92017.95,47.12,92065.07,INR,UPI,UTR-260323-000603,INV-V0041-2603-4609,,AP Automation,2026-03-22T10:00:00+05:30
PAY-000573,CMP-NL-001,V0010,TXN-000606,2026-05-06,2026-03-24,completed,51139.44,63.84,51203.28,INR,NEFT,UTR-260324-000573,INV-V0010-2603-2444,,AP Automation,2026-03-24T10:00:00+05:30
PAY-000599,CMP-NL-001,V0038,TXN-000634,2026-04-01,2026-03-24,completed,131290.32,140.75,131431.07,INR,RTGS,UTR-260324-000599,INV-V0038-2603-4548,,AP Automation,2026-03-05T10:00:00+05:30
PAY-000596,CMP-NL-001,V0035,TXN-000631,2026-04-30,2026-03-25,completed,297546.19,219.15,297765.34,INR,NEFT,UTR-260325-000596,INV-V0035-2603-5774,,AP Automation,2026-03-16T10:00:00+05:30
PAY-000598,CMP-NL-001,V0037,TXN-000633,2026-03-30,2026-03-25,completed,154543.65,215.29,154758.94,INR,RTGS,UTR-260325-000598,INV-V0037-2603-7858,,AP Automation,2026-03-25T10:00:00+05:30
PAY-000600,CMP-NL-001,V0038,TXN-000635,2026-04-13,2026-03-25,completed,210344.71,201.60,210546.31,INR,UPI,UTR-260325-000600,INV-V0038-2603-8006,,AP Automation,2026-03-16T10:00:00+05:30
PAY-000584,CMP-NL-001,V0020,TXN-000619,2026-04-20,2026-03-27,completed,147030.46,179.99,147210.45,INR,ACH,UTR-260327-000584,INV-V0020-2603-5228,,AP Automation,2026-03-21T10:00:00+05:30
PAY-000572,CMP-NL-001,V0009,TXN-000605,2026-04-05,2026-03-29,completed,46213.68,65.73,46279.41,INR,UPI,UTR-260329-000572,INV-V0009-2603-7608,,AP Automation,2026-03-22T10:00:00+05:30
PAY-000592,CMP-NL-001,V0027,TXN-000627,2026-03-24,2026-03-29,completed,610204.78,231.79,610436.57,INR,UPI,UTR-260329-000592,INV-V0027-2603-8346,,AP Automation,2026-03-19T10:00:00+05:30
PAY-000565,CMP-NL-001,V0003,TXN-000598,2026-04-25,2026-03-30,completed,788706.06,1000.31,789706.37,INR,IMPS,UTR-260330-000565,INV-V0003-2603-4136,,AP Automation,2026-03-14T10:00:00+05:30
PAY-000611,CMP-NL-001,V0056,TXN-000646,2026-05-12,2026-03-30,completed,21426.21,15.04,21441.25,INR,ACH,UTR-260330-000611,INV-V0056-2603-6139,,AP Automation,2026-03-30T10:00:00+05:30
PAY-000583,CMP-NL-001,V0018,TXN-000617,2026-05-01,2026-03-31,completed,119777.29,46.79,119824.08,INR,IMPS,UTR-260331-000583,INV-V0018-2603-1348,,AP Automation,2026-03-18T10:00:00+05:30
PAY-000590,CMP-NL-001,V0026,TXN-000625,2026-04-20,2026-03-31,completed,374946.79,113.20,375059.99,INR,NEFT,UTR-260331-000590,INV-V0026-2603-1914,,AP Automation,2026-03-08T10:00:00+05:30
PAY-000595,CMP-NL-001,V0029,TXN-000630,2026-04-05,2026-04-01,completed,107836.88,125.98,107962.86,INR,ACH,UTR-260401-000595,INV-V0029-2603-1022,,AP Automation,2026-03-08T10:00:00+05:30
PAY-000571,CMP-NL-001,V0008,TXN-000604,2026-04-28,2026-04-02,completed,130997.14,181.55,131178.69,INR,ACH,UTR-260402-000571,INV-V0008-2603-7711,,AP Automation,2026-04-01T10:00:00+05:30
PAY-000581,CMP-NL-001,V0016,TXN-000615,2026-04-30,2026-04-02,completed,261174.62,143.49,261318.11,INR,NEFT,UTR-260402-000581,INV-V0016-2603-4584,,AP Automation,2026-04-02T10:00:00+05:30
PAY-000591,CMP-NL-001,V0026,TXN-000626,2026-05-11,2026-04-02,completed,225716.62,151.19,225867.81,INR,IMPS,UTR-260402-000591,INV-V0026-2603-9879,,AP Automation,2026-03-30T10:00:00+05:30
PAY-000606,CMP-NL-001,V0045,TXN-000641,2026-04-06,2026-04-02,completed,66923.85,92.67,67016.52,INR,RTGS,UTR-260402-000606,INV-V0045-2603-7753,,AP Automation,2026-03-23T10:00:00+05:30
PAY-000609,CMP-NL-001,V0054,TXN-000644,2026-03-31,2026-04-02,completed,58340.32,27.75,58368.07,INR,UPI,UTR-260402-000609,INV-V0054-2603-4885,,AP Automation,2026-03-31T10:00:00+05:30
PAY-000568,CMP-NL-001,V0006,TXN-000601,2026-04-12,2026-04-04,completed,340059.53,372.72,340432.25,INR,UPI,UTR-260404-000568,INV-V0006-2603-7064,,AP Automation,2026-03-30T10:00:00+05:30
PAY-000575,CMP-NL-001,V0011,TXN-000609,2026-03-17,2026-04-04,completed,27875.51,19.34,27894.85,INR,IMPS,UTR-260404-000575,INV-V0011-2603-6018,,AP Automation,2026-03-17T10:00:00+05:30
PAY-000576,CMP-NL-001,V0012,TXN-000610,2026-03-19,2026-04-04,completed,80342.04,71.62,80413.66,INR,Corporate Card,UTR-260404-000576,INV-V0012-2603-6089,,AP Automation,2026-03-13T10:00:00+05:30
PAY-000587,CMP-NL-001,V0023,TXN-000622,2026-04-11,2026-04-04,completed,94331.72,128.70,94460.42,INR,IMPS,UTR-260404-000587,INV-V0023-2603-9182,,AP Automation,2026-03-15T10:00:00+05:30
PAY-000588,CMP-NL-001,V0024,TXN-000623,2026-04-16,2026-04-05,completed,124419.31,103.50,124522.81,INR,Corporate Card,UTR-260405-000588,INV-V0024-2603-3380,,AP Automation,2026-04-03T10:00:00+05:30
PAY-000566,CMP-NL-001,V0003,TXN-000599,2026-04-27,2026-04-06,completed,161773.69,162.67,161936.36,INR,IMPS,UTR-260406-000566,INV-V0003-2603-4450,,AP Automation,2026-03-14T10:00:00+05:30
PAY-000602,CMP-NL-001,V0040,TXN-000637,2026-05-14,2026-04-06,reversed,59364.42,0.00,0.00,INR,RTGS,UTR-260406-000602,INV-V0040-2603-8622,,AP Automation,2026-04-01T10:00:00+05:30
PAY-000580,CMP-NL-001,V0015,TXN-000614,2026-03-31,2026-04-07,completed,43732.13,35.53,43767.66,INR,ACH,UTR-260407-000580,INV-V0015-2603-6661,,AP Automation,2026-03-31T10:00:00+05:30
PAY-000586,CMP-NL-001,V0022,TXN-000621,2026-04-30,2026-04-07,completed,221568.22,166.11,221734.33,INR,Corporate Card,UTR-260407-000586,INV-V0022-2603-4201,,AP Automation,2026-03-31T10:00:00+05:30
PAY-000623,CMP-NL-001,V0011,TXN-000658,2026-04-03,2026-04-09,reversed,31805.71,0.00,0.00,INR,UPI,UTR-260409-000623,INV-V0011-2604-6751,,AP Automation,2026-04-03T10:00:00+05:30
PAY-000577,CMP-NL-001,V0013,TXN-000611,2026-04-13,2026-04-10,completed,45309.29,32.34,45341.63,INR,ACH,UTR-260410-000577,INV-V0013-2603-2193,,AP Automation,2026-03-30T10:00:00+05:30
PAY-000593,CMP-NL-001,V0028,TXN-000628,2026-03-26,2026-04-11,completed,224398.63,251.22,224649.85,INR,Corporate Card,UTR-260411-000593,INV-V0028-2603-3125,,AP Automation,2026-03-22T10:00:00+05:30
PAY-000610,CMP-NL-001,V0055,TXN-000645,2026-04-17,2026-04-11,completed,98265.34,25.30,98290.64,INR,Corporate Card,UTR-260411-000610,INV-V0055-2603-1197,,AP Automation,2026-04-04T10:00:00+05:30
PAY-000604,CMP-NL-001,V0042,TXN-000639,2026-04-09,2026-04-13,completed,28440.00,22.38,28462.38,INR,Corporate Card,UTR-260413-000604,INV-V0042-2603-9401,,AP Automation,2026-04-03T10:00:00+05:30
PAY-000614,CMP-NL-001,V0003,TXN-000649,2026-05-24,2026-04-13,completed,1173726.30,302.81,1174029.11,INR,IMPS,UTR-260413-000614,INV-V0003-2604-5480,,AP Automation,2026-04-10T10:00:00+05:30
PAY-000579,CMP-NL-001,V0015,TXN-000613,2026-03-22,2026-04-14,failed,199182.62,0.00,0.00,INR,RTGS,UTR-260414-000579,INV-V0015-2603-8343,Beneficiary bank rejected,AP Automation,2026-03-22T10:00:00+05:30
PAY-000626,CMP-NL-001,V0013,TXN-000661,2026-04-23,2026-04-14,completed,55834.88,31.29,55866.17,INR,ACH,UTR-260414-000626,INV-V0013-2604-2851,,AP Automation,2026-04-09T10:00:00+05:30
